question_id,image,acceptance_set,targets,scene_form,primary_label,primary_measure_degrees,secondary_label,secondary_measure_degrees,comparison_summary
angle_estimation_0001_open_q1,angle_estimation_0001.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=298; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,298,none,none,reflex
angle_estimation_2687_open_q1,angle_estimation_2687.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=131; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,131,none,none,minor
angle_estimation_2688_open_q1,angle_estimation_2688.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=198; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,198,none,none,reflex
angle_estimation_2689_open_q1,angle_estimation_2689.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=120; secondary_label=Angle 1; secondary_measure_degrees=19; comparison_summary=wider-to-narrower ratio 6.21""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,120,Angle 1,19,wider-to-narrower ratio 6.21
angle_estimation_2690_open_q1,angle_estimation_2690.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=73; secondary_label=Angle 2; secondary_measure_degrees=27; comparison_summary=wider-to-narrower ratio 2.68""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,73,Angle 2,27,wider-to-narrower ratio 2.68
angle_estimation_2691_open_q1,angle_estimation_2691.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=161; secondary_label=Angle 1; secondary_measure_degrees=28; comparison_summary=wider-to-narrower ratio 5.7""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,161,Angle 1,28,wider-to-narrower ratio 5.7
angle_estimation_2692_open_q1,angle_estimation_2692.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=113; secondary_label=Angle 1; secondary_measure_degrees=90; comparison_summary=wider-to-narrower ratio 1.26""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,113,Angle 1,90,wider-to-narrower ratio 1.26
angle_estimation_2693_open_q1,angle_estimation_2693.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=50; secondary_label=Angle 2; secondary_measure_degrees=40; comparison_summary=wider-to-narrower ratio 1.24""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,50,Angle 2,40,wider-to-narrower ratio 1.24
angle_estimation_2694_open_q1,angle_estimation_2694.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=126; secondary_label=Angle 2; secondary_measure_degrees=49; comparison_summary=wider-to-narrower ratio 2.59""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,126,Angle 2,49,wider-to-narrower ratio 2.59
angle_estimation_2695_open_q1,angle_estimation_2695.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=158; secondary_label=Angle 2; secondary_measure_degrees=57; comparison_summary=wider-to-narrower ratio 2.79""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,158,Angle 2,57,wider-to-narrower ratio 2.79
angle_estimation_2696_open_q1,angle_estimation_2696.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=134; secondary_label=B; secondary_measure_degrees=17; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,134,B,17,middle vertex C
angle_estimation_2697_open_q1,angle_estimation_2697.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=102; secondary_label=B; secondary_measure_degrees=30; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,102,B,30,middle vertex C
angle_estimation_2698_open_q1,angle_estimation_2698.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=132; secondary_label=B; secondary_measure_degrees=17; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,132,B,17,middle vertex C
angle_estimation_2699_open_q1,angle_estimation_2699.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=123; secondary_label=C; secondary_measure_degrees=24; comparison_summary=middle vertex B""]","[""the printed vertex A""]",labelled triangle,A,123,C,24,middle vertex B
angle_estimation_2700_open_q1,angle_estimation_2700.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=99; secondary_label=C; secondary_measure_degrees=40; comparison_summary=middle vertex B""]","[""the printed vertex A""]",labelled triangle,A,99,C,40,middle vertex B
angle_estimation_2701_open_q1,angle_estimation_2701.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=162; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,162,none,none,minor
angle_estimation_2702_open_q1,angle_estimation_2702.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=165; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,165,none,none,minor
angle_estimation_2703_open_q1,angle_estimation_2703.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=164; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,164,none,none,minor
angle_estimation_2704_open_q1,angle_estimation_2704.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=51; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,51,none,none,minor
angle_estimation_2705_open_q1,angle_estimation_2705.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=45; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,45,none,none,minor
angle_estimation_2706_open_q1,angle_estimation_2706.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=32; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,32,none,none,minor
angle_estimation_2707_open_q1,angle_estimation_2707.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=333; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,333,none,none,reflex
angle_estimation_2708_open_q1,angle_estimation_2708.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=11; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,11,none,none,minor
angle_estimation_2709_open_q1,angle_estimation_2709.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=51; secondary_label=Angle 2; secondary_measure_degrees=40; comparison_summary=wider-to-narrower ratio 1.26""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,51,Angle 2,40,wider-to-narrower ratio 1.26
angle_estimation_2710_open_q1,angle_estimation_2710.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=139; secondary_label=Angle 1; secondary_measure_degrees=34; comparison_summary=wider-to-narrower ratio 4.13""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,139,Angle 1,34,wider-to-narrower ratio 4.13
angle_estimation_2711_open_q1,angle_estimation_2711.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=160; secondary_label=Angle 1; secondary_measure_degrees=107; comparison_summary=wider-to-narrower ratio 1.5""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,160,Angle 1,107,wider-to-narrower ratio 1.5
angle_estimation_2712_open_q1,angle_estimation_2712.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=57; secondary_label=Angle 2; secondary_measure_degrees=21; comparison_summary=wider-to-narrower ratio 2.78""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,57,Angle 2,21,wider-to-narrower ratio 2.78
angle_estimation_2713_open_q1,angle_estimation_2713.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=148; secondary_label=Angle 1; secondary_measure_degrees=32; comparison_summary=wider-to-narrower ratio 4.66""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,148,Angle 1,32,wider-to-narrower ratio 4.66
angle_estimation_2714_open_q1,angle_estimation_2714.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=117; secondary_label=Angle 2; secondary_measure_degrees=17; comparison_summary=wider-to-narrower ratio 6.97""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,117,Angle 2,17,wider-to-narrower ratio 6.97
angle_estimation_2715_open_q1,angle_estimation_2715.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=55; secondary_label=Angle 2; secondary_measure_degrees=25; comparison_summary=wider-to-narrower ratio 2.21""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,55,Angle 2,25,wider-to-narrower ratio 2.21
angle_estimation_2716_open_q1,angle_estimation_2716.png,"[""scene_form=labelled triangle; primary_label=B; primary_measure_degrees=77; secondary_label=C; secondary_measure_degrees=44; comparison_summary=middle vertex A""]","[""the printed vertex A""]",labelled triangle,B,77,C,44,middle vertex A
angle_estimation_2717_open_q1,angle_estimation_2717.png,"[""scene_form=labelled triangle; primary_label=B; primary_measure_degrees=75; secondary_label=C; secondary_measure_degrees=46; comparison_summary=middle vertex A""]","[""the printed vertex A""]",labelled triangle,B,75,C,46,middle vertex A
angle_estimation_2718_open_q1,angle_estimation_2718.png,"[""scene_form=labelled triangle; primary_label=C; primary_measure_degrees=81; secondary_label=B; secondary_measure_degrees=35; comparison_summary=middle vertex A""]","[""the printed vertex A""]",labelled triangle,C,81,B,35,middle vertex A
angle_estimation_2719_open_q1,angle_estimation_2719.png,"[""scene_form=labelled triangle; primary_label=C; primary_measure_degrees=66; secondary_label=B; secondary_measure_degrees=57; comparison_summary=middle vertex A""]","[""the printed vertex A""]",labelled triangle,C,66,B,57,middle vertex A
angle_estimation_2720_open_q1,angle_estimation_2720.png,"[""scene_form=labelled triangle; primary_label=C; primary_measure_degrees=85; secondary_label=B; secondary_measure_degrees=41; comparison_summary=middle vertex A""]","[""the printed vertex A""]",labelled triangle,C,85,B,41,middle vertex A
angle_estimation_2721_open_q1,angle_estimation_2721.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=206; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,206,none,none,reflex
angle_estimation_2722_open_q1,angle_estimation_2722.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=237; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,237,none,none,reflex
angle_estimation_2723_open_q1,angle_estimation_2723.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=160; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,160,none,none,minor
angle_estimation_2724_open_q1,angle_estimation_2724.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=232; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,232,none,none,reflex
angle_estimation_2725_open_q1,angle_estimation_2725.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=180; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,180,none,none,minor
angle_estimation_2726_open_q1,angle_estimation_2726.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=131; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,131,none,none,minor
angle_estimation_2727_open_q1,angle_estimation_2727.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=162; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,162,none,none,minor
angle_estimation_2728_open_q1,angle_estimation_2728.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=117; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,117,none,none,minor
angle_estimation_2729_open_q1,angle_estimation_2729.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=148; secondary_label=Angle 2; secondary_measure_degrees=33; comparison_summary=wider-to-narrower ratio 4.47""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,148,Angle 2,33,wider-to-narrower ratio 4.47
angle_estimation_2730_open_q1,angle_estimation_2730.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=92; secondary_label=Angle 1; secondary_measure_degrees=68; comparison_summary=wider-to-narrower ratio 1.34""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,92,Angle 1,68,wider-to-narrower ratio 1.34
angle_estimation_2731_open_q1,angle_estimation_2731.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=71; secondary_label=Angle 2; secondary_measure_degrees=27; comparison_summary=wider-to-narrower ratio 2.65""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,71,Angle 2,27,wider-to-narrower ratio 2.65
angle_estimation_2732_open_q1,angle_estimation_2732.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=113; secondary_label=Angle 1; secondary_measure_degrees=63; comparison_summary=wider-to-narrower ratio 1.8""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,113,Angle 1,63,wider-to-narrower ratio 1.8
angle_estimation_2733_open_q1,angle_estimation_2733.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=151; secondary_label=Angle 1; secondary_measure_degrees=65; comparison_summary=wider-to-narrower ratio 2.32""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,151,Angle 1,65,wider-to-narrower ratio 2.32
angle_estimation_2734_open_q1,angle_estimation_2734.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=77; secondary_label=Angle 2; secondary_measure_degrees=25; comparison_summary=wider-to-narrower ratio 3.13""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,77,Angle 2,25,wider-to-narrower ratio 3.13
angle_estimation_2735_open_q1,angle_estimation_2735.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=128; secondary_label=Angle 2; secondary_measure_degrees=59; comparison_summary=wider-to-narrower ratio 2.15""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,128,Angle 2,59,wider-to-narrower ratio 2.15
angle_estimation_2736_open_q1,angle_estimation_2736.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=91; secondary_label=B; secondary_measure_degrees=31; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,91,B,31,middle vertex C
angle_estimation_2737_open_q1,angle_estimation_2737.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=89; secondary_label=B; secondary_measure_degrees=38; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,89,B,38,middle vertex C
angle_estimation_2738_open_q1,angle_estimation_2738.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=89; secondary_label=B; secondary_measure_degrees=36; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,89,B,36,middle vertex C
angle_estimation_2739_open_q1,angle_estimation_2739.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=91; secondary_label=C; secondary_measure_degrees=39; comparison_summary=middle vertex B""]","[""the printed vertex A""]",labelled triangle,A,91,C,39,middle vertex B
angle_estimation_2740_open_q1,angle_estimation_2740.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=90; secondary_label=B; secondary_measure_degrees=32; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,90,B,32,middle vertex C
angle_estimation_2741_open_q1,angle_estimation_2741.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=226; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,226,none,none,reflex
angle_estimation_2742_open_q1,angle_estimation_2742.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=302; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,302,none,none,reflex
angle_estimation_2743_open_q1,angle_estimation_2743.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=30; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,30,none,none,minor
angle_estimation_2744_open_q1,angle_estimation_2744.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=104; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,104,none,none,minor
angle_estimation_2745_open_q1,angle_estimation_2745.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=45; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,45,none,none,minor
angle_estimation_2746_open_q1,angle_estimation_2746.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=172; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,172,none,none,minor
angle_estimation_2747_open_q1,angle_estimation_2747.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=110; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,110,none,none,minor
angle_estimation_2748_open_q1,angle_estimation_2748.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=252; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,252,none,none,reflex
angle_estimation_2749_open_q1,angle_estimation_2749.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=147; secondary_label=Angle 2; secondary_measure_degrees=65; comparison_summary=wider-to-narrower ratio 2.26""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,147,Angle 2,65,wider-to-narrower ratio 2.26
angle_estimation_2750_open_q1,angle_estimation_2750.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=78; secondary_label=Angle 2; secondary_measure_degrees=20; comparison_summary=wider-to-narrower ratio 3.9""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,78,Angle 2,20,wider-to-narrower ratio 3.9
angle_estimation_2751_open_q1,angle_estimation_2751.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=144; secondary_label=Angle 1; secondary_measure_degrees=37; comparison_summary=wider-to-narrower ratio 3.93""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,144,Angle 1,37,wider-to-narrower ratio 3.93
angle_estimation_2752_open_q1,angle_estimation_2752.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=37; secondary_label=Angle 1; secondary_measure_degrees=27; comparison_summary=wider-to-narrower ratio 1.4""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,37,Angle 1,27,wider-to-narrower ratio 1.4
angle_estimation_2753_open_q1,angle_estimation_2753.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=57; secondary_label=Angle 1; secondary_measure_degrees=25; comparison_summary=wider-to-narrower ratio 2.33""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,57,Angle 1,25,wider-to-narrower ratio 2.33
angle_estimation_2754_open_q1,angle_estimation_2754.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=136; secondary_label=Angle 1; secondary_measure_degrees=41; comparison_summary=wider-to-narrower ratio 3.35""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,136,Angle 1,41,wider-to-narrower ratio 3.35
angle_estimation_2755_open_q1,angle_estimation_2755.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=152; secondary_label=Angle 2; secondary_measure_degrees=120; comparison_summary=wider-to-narrower ratio 1.27""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,152,Angle 2,120,wider-to-narrower ratio 1.27
angle_estimation_2756_open_q1,angle_estimation_2756.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=124; secondary_label=B; secondary_measure_degrees=25; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,124,B,25,middle vertex C
angle_estimation_2757_open_q1,angle_estimation_2757.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=122; secondary_label=B; secondary_measure_degrees=23; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,122,B,23,middle vertex C
angle_estimation_2758_open_q1,angle_estimation_2758.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=103; secondary_label=B; secondary_measure_degrees=38; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,103,B,38,middle vertex C
angle_estimation_2759_open_q1,angle_estimation_2759.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=108; secondary_label=B; secondary_measure_degrees=35; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,108,B,35,middle vertex C
angle_estimation_2760_open_q1,angle_estimation_2760.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=128; secondary_label=B; secondary_measure_degrees=22; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,128,B,22,middle vertex C
angle_estimation_2761_open_q1,angle_estimation_2761.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=97; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,97,none,none,minor
angle_estimation_2762_open_q1,angle_estimation_2762.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=327; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,327,none,none,reflex
angle_estimation_2763_open_q1,angle_estimation_2763.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=135; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,135,none,none,minor
angle_estimation_2764_open_q1,angle_estimation_2764.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=282; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,282,none,none,reflex
angle_estimation_2765_open_q1,angle_estimation_2765.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=45; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,45,none,none,minor
angle_estimation_2766_open_q1,angle_estimation_2766.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=157; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,157,none,none,minor
angle_estimation_2767_open_q1,angle_estimation_2767.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=55; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,55,none,none,minor
angle_estimation_2768_open_q1,angle_estimation_2768.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=281; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,281,none,none,reflex
angle_estimation_2769_open_q1,angle_estimation_2769.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=71; secondary_label=Angle 1; secondary_measure_degrees=16; comparison_summary=wider-to-narrower ratio 4.43""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,71,Angle 1,16,wider-to-narrower ratio 4.43
angle_estimation_2770_open_q1,angle_estimation_2770.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=158; secondary_label=Angle 1; secondary_measure_degrees=28; comparison_summary=wider-to-narrower ratio 5.59""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,158,Angle 1,28,wider-to-narrower ratio 5.59
angle_estimation_2771_open_q1,angle_estimation_2771.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=160; secondary_label=Angle 1; secondary_measure_degrees=150; comparison_summary=wider-to-narrower ratio 1.07""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,160,Angle 1,150,wider-to-narrower ratio 1.07
angle_estimation_2772_open_q1,angle_estimation_2772.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=60; secondary_label=Angle 2; secondary_measure_degrees=32; comparison_summary=wider-to-narrower ratio 1.9""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,60,Angle 2,32,wider-to-narrower ratio 1.9
angle_estimation_2773_open_q1,angle_estimation_2773.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=129; secondary_label=Angle 2; secondary_measure_degrees=45; comparison_summary=wider-to-narrower ratio 2.87""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,129,Angle 2,45,wider-to-narrower ratio 2.87
angle_estimation_2774_open_q1,angle_estimation_2774.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=81; secondary_label=Angle 2; secondary_measure_degrees=33; comparison_summary=wider-to-narrower ratio 2.48""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,81,Angle 2,33,wider-to-narrower ratio 2.48
angle_estimation_2775_open_q1,angle_estimation_2775.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=60; secondary_label=Angle 1; secondary_measure_degrees=41; comparison_summary=wider-to-narrower ratio 1.48""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,60,Angle 1,41,wider-to-narrower ratio 1.48
angle_estimation_2776_open_q1,angle_estimation_2776.png,"[""scene_form=labelled triangle; primary_label=C; primary_measure_degrees=81; secondary_label=A; secondary_measure_degrees=45; comparison_summary=middle vertex B""]","[""the printed vertex A""]",labelled triangle,C,81,A,45,middle vertex B
angle_estimation_2777_open_q1,angle_estimation_2777.png,"[""scene_form=labelled triangle; primary_label=C; primary_measure_degrees=79; secondary_label=B; secondary_measure_degrees=40; comparison_summary=middle vertex A""]","[""the printed vertex A""]",labelled triangle,C,79,B,40,middle vertex A
angle_estimation_2778_open_q1,angle_estimation_2778.png,"[""scene_form=labelled triangle; primary_label=B; primary_measure_degrees=75; secondary_label=A; secondary_measure_degrees=46; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,B,75,A,46,middle vertex C
angle_estimation_2779_open_q1,angle_estimation_2779.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=72; secondary_label=B; secondary_measure_degrees=47; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,72,B,47,middle vertex C
angle_estimation_2780_open_q1,angle_estimation_2780.png,"[""scene_form=labelled triangle; primary_label=C; primary_measure_degrees=64; secondary_label=A; secondary_measure_degrees=52; comparison_summary=middle vertex B""]","[""the printed vertex A""]",labelled triangle,C,64,A,52,middle vertex B
angle_estimation_2781_open_q1,angle_estimation_2781.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=110; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,110,none,none,minor
angle_estimation_2782_open_q1,angle_estimation_2782.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=315; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,315,none,none,reflex
