question_id,image,acceptance_set,tolerances,targets,hole_directions
hex_pathfinding_2569_open_q1,hex_pathfinding_2569.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_2570_open_q1,hex_pathfinding_2570.png,"[""hole_directions=[\""left\"",\""lower-left\""]""]",{},"[""HOME""]","[""left"",""lower-left""]"
hex_pathfinding_2571_open_q1,hex_pathfinding_2571.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2572_open_q1,hex_pathfinding_2572.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_2573_open_q1,hex_pathfinding_2573.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2574_open_q1,hex_pathfinding_2574.png,"[""hole_directions=[\""upper-right\"",\""right\""]""]",{},"[""HOME""]","[""upper-right"",""right""]"
hex_pathfinding_2575_open_q1,hex_pathfinding_2575.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_2576_open_q1,hex_pathfinding_2576.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_2577_open_q1,hex_pathfinding_2577.png,"[""hole_directions=[\""left\"",\""right\""]""]",{},"[""HOME""]","[""left"",""right""]"
hex_pathfinding_2578_open_q1,hex_pathfinding_2578.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2579_open_q1,hex_pathfinding_2579.png,"[""hole_directions=[\""left\"",\""right\""]""]",{},"[""HOME""]","[""left"",""right""]"
hex_pathfinding_2580_open_q1,hex_pathfinding_2580.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2581_open_q1,hex_pathfinding_2581.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_2582_open_q1,hex_pathfinding_2582.png,"[""hole_directions=[\""upper-right\"",\""left\""]""]",{},"[""HOME""]","[""upper-right"",""left""]"
hex_pathfinding_2583_open_q1,hex_pathfinding_2583.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2584_open_q1,hex_pathfinding_2584.png,"[""hole_directions=[\""left\"",\""lower-right\""]""]",{},"[""HOME""]","[""left"",""lower-right""]"
hex_pathfinding_2585_open_q1,hex_pathfinding_2585.png,"[""hole_directions=[\""upper-right\"",\""lower-left\""]""]",{},"[""HOME""]","[""upper-right"",""lower-left""]"
hex_pathfinding_2586_open_q1,hex_pathfinding_2586.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_2587_open_q1,hex_pathfinding_2587.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2588_open_q1,hex_pathfinding_2588.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_2589_open_q1,hex_pathfinding_2589.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_2590_open_q1,hex_pathfinding_2590.png,"[""hole_directions=[\""upper-left\"",\""lower-right\""]""]",{},"[""HOME""]","[""upper-left"",""lower-right""]"
hex_pathfinding_2591_open_q1,hex_pathfinding_2591.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2592_open_q1,hex_pathfinding_2592.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2593_open_q1,hex_pathfinding_2593.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_2594_open_q1,hex_pathfinding_2594.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_2595_open_q1,hex_pathfinding_2595.png,"[""hole_directions=[\""right\"",\""lower-left\"",\""lower-right\""]""]",{},"[""HOME""]","[""right"",""lower-left"",""lower-right""]"
hex_pathfinding_2596_open_q1,hex_pathfinding_2596.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2597_open_q1,hex_pathfinding_2597.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2598_open_q1,hex_pathfinding_2598.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_2599_open_q1,hex_pathfinding_2599.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_2600_open_q1,hex_pathfinding_2600.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2601_open_q1,hex_pathfinding_2601.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2602_open_q1,hex_pathfinding_2602.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2603_open_q1,hex_pathfinding_2603.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_2604_open_q1,hex_pathfinding_2604.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2605_open_q1,hex_pathfinding_2605.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_2606_open_q1,hex_pathfinding_2606.png,"[""hole_directions=[\""left\"",\""lower-left\""]""]",{},"[""HOME""]","[""left"",""lower-left""]"
hex_pathfinding_2607_open_q1,hex_pathfinding_2607.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2608_open_q1,hex_pathfinding_2608.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_2609_open_q1,hex_pathfinding_2609.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2610_open_q1,hex_pathfinding_2610.png,"[""hole_directions=[\""upper-right\"",\""lower-left\""]""]",{},"[""HOME""]","[""upper-right"",""lower-left""]"
hex_pathfinding_2611_open_q1,hex_pathfinding_2611.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_2612_open_q1,hex_pathfinding_2612.png,"[""hole_directions=[\""upper-right\"",\""left\""]""]",{},"[""HOME""]","[""upper-right"",""left""]"
hex_pathfinding_2613_open_q1,hex_pathfinding_2613.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2614_open_q1,hex_pathfinding_2614.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_2615_open_q1,hex_pathfinding_2615.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2616_open_q1,hex_pathfinding_2616.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2617_open_q1,hex_pathfinding_2617.png,"[""hole_directions=[\""left\"",\""lower-left\""]""]",{},"[""HOME""]","[""left"",""lower-left""]"
hex_pathfinding_2618_open_q1,hex_pathfinding_2618.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_2619_open_q1,hex_pathfinding_2619.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2620_open_q1,hex_pathfinding_2620.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_2621_open_q1,hex_pathfinding_2621.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2622_open_q1,hex_pathfinding_2622.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2623_open_q1,hex_pathfinding_2623.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2624_open_q1,hex_pathfinding_2624.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_2625_open_q1,hex_pathfinding_2625.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2626_open_q1,hex_pathfinding_2626.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2627_open_q1,hex_pathfinding_2627.png,"[""hole_directions=[\""upper-left\"",\""lower-left\""]""]",{},"[""HOME""]","[""upper-left"",""lower-left""]"
hex_pathfinding_2628_open_q1,hex_pathfinding_2628.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2629_open_q1,hex_pathfinding_2629.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2630_open_q1,hex_pathfinding_2630.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_2631_open_q1,hex_pathfinding_2631.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2632_open_q1,hex_pathfinding_2632.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2633_open_q1,hex_pathfinding_2633.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2634_open_q1,hex_pathfinding_2634.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_2635_open_q1,hex_pathfinding_2635.png,"[""hole_directions=[\""left\"",\""lower-right\""]""]",{},"[""HOME""]","[""left"",""lower-right""]"
hex_pathfinding_2636_open_q1,hex_pathfinding_2636.png,"[""hole_directions=[\""right\"",\""lower-left\""]""]",{},"[""HOME""]","[""right"",""lower-left""]"
hex_pathfinding_2637_open_q1,hex_pathfinding_2637.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2638_open_q1,hex_pathfinding_2638.png,"[""hole_directions=[\""upper-right\"",\""right\""]""]",{},"[""HOME""]","[""upper-right"",""right""]"
hex_pathfinding_2639_open_q1,hex_pathfinding_2639.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_2640_open_q1,hex_pathfinding_2640.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2641_open_q1,hex_pathfinding_2641.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_2642_open_q1,hex_pathfinding_2642.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2643_open_q1,hex_pathfinding_2643.png,"[""hole_directions=[\""upper-left\"",\""left\"",\""right\""]""]",{},"[""HOME""]","[""upper-left"",""left"",""right""]"
hex_pathfinding_2644_open_q1,hex_pathfinding_2644.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_2645_open_q1,hex_pathfinding_2645.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2646_open_q1,hex_pathfinding_2646.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_2647_open_q1,hex_pathfinding_2647.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_2648_open_q1,hex_pathfinding_2648.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_2649_open_q1,hex_pathfinding_2649.png,"[""hole_directions=[\""upper-left\"",\""left\""]""]",{},"[""HOME""]","[""upper-left"",""left""]"
hex_pathfinding_2650_open_q1,hex_pathfinding_2650.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2651_open_q1,hex_pathfinding_2651.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2652_open_q1,hex_pathfinding_2652.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2653_open_q1,hex_pathfinding_2653.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_2654_open_q1,hex_pathfinding_2654.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2655_open_q1,hex_pathfinding_2655.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2656_open_q1,hex_pathfinding_2656.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_2657_open_q1,hex_pathfinding_2657.png,"[""hole_directions=[\""left\"",\""right\""]""]",{},"[""HOME""]","[""left"",""right""]"
hex_pathfinding_2658_open_q1,hex_pathfinding_2658.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_2659_open_q1,hex_pathfinding_2659.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2660_open_q1,hex_pathfinding_2660.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_2661_open_q1,hex_pathfinding_2661.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2662_open_q1,hex_pathfinding_2662.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2663_open_q1,hex_pathfinding_2663.png,"[""hole_directions=[\""upper-left\"",\""left\""]""]",{},"[""HOME""]","[""upper-left"",""left""]"
hex_pathfinding_2664_open_q1,hex_pathfinding_2664.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2665_open_q1,hex_pathfinding_2665.png,"[""hole_directions=[\""upper-left\"",\""lower-left\""]""]",{},"[""HOME""]","[""upper-left"",""lower-left""]"
hex_pathfinding_2666_open_q1,hex_pathfinding_2666.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_2667_open_q1,hex_pathfinding_2667.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_2668_open_q1,hex_pathfinding_2668.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2669_open_q1,hex_pathfinding_2669.png,"[""hole_directions=[\""right\"",\""lower-left\""]""]",{},"[""HOME""]","[""right"",""lower-left""]"
hex_pathfinding_2670_open_q1,hex_pathfinding_2670.png,"[""hole_directions=[\""upper-left\"",\""upper-right\"",\""right\""]""]",{},"[""HOME""]","[""upper-left"",""upper-right"",""right""]"
hex_pathfinding_2671_open_q1,hex_pathfinding_2671.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_2672_open_q1,hex_pathfinding_2672.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2673_open_q1,hex_pathfinding_2673.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_2674_open_q1,hex_pathfinding_2674.png,"[""hole_directions=[\""upper-right\"",\""left\""]""]",{},"[""HOME""]","[""upper-right"",""left""]"
hex_pathfinding_2675_open_q1,hex_pathfinding_2675.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_2676_open_q1,hex_pathfinding_2676.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2677_open_q1,hex_pathfinding_2677.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2678_open_q1,hex_pathfinding_2678.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_2679_open_q1,hex_pathfinding_2679.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_2680_open_q1,hex_pathfinding_2680.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2681_open_q1,hex_pathfinding_2681.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2682_open_q1,hex_pathfinding_2682.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_2683_open_q1,hex_pathfinding_2683.png,"[""hole_directions=[\""right\"",\""lower-right\""]""]",{},"[""HOME""]","[""right"",""lower-right""]"
hex_pathfinding_2684_open_q1,hex_pathfinding_2684.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_2685_open_q1,hex_pathfinding_2685.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2686_open_q1,hex_pathfinding_2686.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2687_open_q1,hex_pathfinding_2687.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_2688_open_q1,hex_pathfinding_2688.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2689_open_q1,hex_pathfinding_2689.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_2690_open_q1,hex_pathfinding_2690.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_2691_open_q1,hex_pathfinding_2691.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2692_open_q1,hex_pathfinding_2692.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_2693_open_q1,hex_pathfinding_2693.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_2694_open_q1,hex_pathfinding_2694.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2695_open_q1,hex_pathfinding_2695.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_2696_open_q1,hex_pathfinding_2696.png,"[""hole_directions=[\""upper-left\"",\""right\""]""]",{},"[""HOME""]","[""upper-left"",""right""]"
hex_pathfinding_2697_open_q1,hex_pathfinding_2697.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2698_open_q1,hex_pathfinding_2698.png,"[""hole_directions=[\""upper-left\"",\""left\""]""]",{},"[""HOME""]","[""upper-left"",""left""]"
hex_pathfinding_2699_open_q1,hex_pathfinding_2699.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2700_open_q1,hex_pathfinding_2700.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2701_open_q1,hex_pathfinding_2701.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_2702_open_q1,hex_pathfinding_2702.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_2703_open_q1,hex_pathfinding_2703.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_2704_open_q1,hex_pathfinding_2704.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_2705_open_q1,hex_pathfinding_2705.png,"[""hole_directions=[\""upper-left\"",\""right\"",\""lower-left\""]""]",{},"[""HOME""]","[""upper-left"",""right"",""lower-left""]"
hex_pathfinding_2706_open_q1,hex_pathfinding_2706.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_2707_open_q1,hex_pathfinding_2707.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2708_open_q1,hex_pathfinding_2708.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_2709_open_q1,hex_pathfinding_2709.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_2710_open_q1,hex_pathfinding_2710.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_2711_open_q1,hex_pathfinding_2711.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2712_open_q1,hex_pathfinding_2712.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2713_open_q1,hex_pathfinding_2713.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2714_open_q1,hex_pathfinding_2714.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_2715_open_q1,hex_pathfinding_2715.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_2716_open_q1,hex_pathfinding_2716.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2717_open_q1,hex_pathfinding_2717.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_2718_open_q1,hex_pathfinding_2718.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_2719_open_q1,hex_pathfinding_2719.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2720_open_q1,hex_pathfinding_2720.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2721_open_q1,hex_pathfinding_2721.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2722_open_q1,hex_pathfinding_2722.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_2723_open_q1,hex_pathfinding_2723.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2724_open_q1,hex_pathfinding_2724.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_2725_open_q1,hex_pathfinding_2725.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2726_open_q1,hex_pathfinding_2726.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2727_open_q1,hex_pathfinding_2727.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2728_open_q1,hex_pathfinding_2728.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_2729_open_q1,hex_pathfinding_2729.png,"[""hole_directions=[\""upper-right\"",\""left\"",\""right\""]""]",{},"[""HOME""]","[""upper-right"",""left"",""right""]"
hex_pathfinding_2730_open_q1,hex_pathfinding_2730.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2731_open_q1,hex_pathfinding_2731.png,"[""hole_directions=[\""upper-left\"",\""left\""]""]",{},"[""HOME""]","[""upper-left"",""left""]"
hex_pathfinding_2732_open_q1,hex_pathfinding_2732.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_2733_open_q1,hex_pathfinding_2733.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_2734_open_q1,hex_pathfinding_2734.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_2735_open_q1,hex_pathfinding_2735.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2736_open_q1,hex_pathfinding_2736.png,"[""hole_directions=[\""right\"",\""lower-right\""]""]",{},"[""HOME""]","[""right"",""lower-right""]"
hex_pathfinding_2737_open_q1,hex_pathfinding_2737.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2738_open_q1,hex_pathfinding_2738.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_2739_open_q1,hex_pathfinding_2739.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2740_open_q1,hex_pathfinding_2740.png,"[""hole_directions=[\""upper-right\"",\""left\""]""]",{},"[""HOME""]","[""upper-right"",""left""]"
hex_pathfinding_2741_open_q1,hex_pathfinding_2741.png,"[""hole_directions=[\""upper-right\"",\""lower-right\""]""]",{},"[""HOME""]","[""upper-right"",""lower-right""]"
hex_pathfinding_2742_open_q1,hex_pathfinding_2742.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_2743_open_q1,hex_pathfinding_2743.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2744_open_q1,hex_pathfinding_2744.png,"[""hole_directions=[\""upper-left\"",\""lower-left\"",\""lower-right\""]""]",{},"[""HOME""]","[""upper-left"",""lower-left"",""lower-right""]"
hex_pathfinding_2745_open_q1,hex_pathfinding_2745.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_2746_open_q1,hex_pathfinding_2746.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2747_open_q1,hex_pathfinding_2747.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_2748_open_q1,hex_pathfinding_2748.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_2749_open_q1,hex_pathfinding_2749.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_2750_open_q1,hex_pathfinding_2750.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_2751_open_q1,hex_pathfinding_2751.png,"[""hole_directions=[\""left\"",\""right\""]""]",{},"[""HOME""]","[""left"",""right""]"
hex_pathfinding_2752_open_q1,hex_pathfinding_2752.png,"[""hole_directions=[\""upper-left\"",\""lower-left\""]""]",{},"[""HOME""]","[""upper-left"",""lower-left""]"
hex_pathfinding_2753_open_q1,hex_pathfinding_2753.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2754_open_q1,hex_pathfinding_2754.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2755_open_q1,hex_pathfinding_2755.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2756_open_q1,hex_pathfinding_2756.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_2757_open_q1,hex_pathfinding_2757.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2758_open_q1,hex_pathfinding_2758.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_2759_open_q1,hex_pathfinding_2759.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_2760_open_q1,hex_pathfinding_2760.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2761_open_q1,hex_pathfinding_2761.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2762_open_q1,hex_pathfinding_2762.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2763_open_q1,hex_pathfinding_2763.png,"[""hole_directions=[\""left\"",\""right\""]""]",{},"[""HOME""]","[""left"",""right""]"
hex_pathfinding_2764_open_q1,hex_pathfinding_2764.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2765_open_q1,hex_pathfinding_2765.png,"[""hole_directions=[\""upper-left\"",\""lower-left\""]""]",{},"[""HOME""]","[""upper-left"",""lower-left""]"
hex_pathfinding_2766_open_q1,hex_pathfinding_2766.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_2767_open_q1,hex_pathfinding_2767.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2768_open_q1,hex_pathfinding_2768.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_2769_open_q1,hex_pathfinding_2769.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
