task,image,prompt,groundtruth,metadata
Basic Relational Reasoning,shadow_inference_2672.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":286,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":97.1638,""light_elevation_degrees"":60.0441,""num_objects"":2,""seed"":2672}"
Comparative Reasoning,shadow_inference_2672.png,Which object casts the LONGEST shadow? Answer with that object's color.,purple,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":286,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":97.1638,""light_elevation_degrees"":60.0441,""num_objects"":2,""seed"":2672}"
Compound Reasoning,shadow_inference_2672.png,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",60,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":286,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":97.1638,""light_elevation_degrees"":60.0441,""num_objects"":2,""seed"":2672}"
Extrapolative/Counterfactual Reasoning,shadow_inference_2672.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":286,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":97.1638,""light_elevation_degrees"":60.0441,""num_objects"":2,""seed"":2672}"
Image Description,shadow_inference_2673.png,How many objects are casting a shadow in this image?,3,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":1.01,""ground_y"":303,""has_inconsistent_shadow"":true,""inconsistent_object_index"":2,""light_azimuth_degrees"":268.0481,""light_elevation_degrees"":59.761,""num_objects"":3,""seed"":2673}"
Basic Relational Reasoning,shadow_inference_2673.png,Do all objects in this image appear to be lit by the same light source? Answer yes or no.,no,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":1.01,""ground_y"":303,""has_inconsistent_shadow"":true,""inconsistent_object_index"":2,""light_azimuth_degrees"":268.0481,""light_elevation_degrees"":59.761,""num_objects"":3,""seed"":2673}"
Comparative Reasoning,shadow_inference_2673.png,Which object casts the LONGEST shadow? Answer with that object's color.,teal,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":1.01,""ground_y"":303,""has_inconsistent_shadow"":true,""inconsistent_object_index"":2,""light_azimuth_degrees"":268.0481,""light_elevation_degrees"":59.761,""num_objects"":3,""seed"":2673}"
Compound Reasoning,shadow_inference_2673.png,Which object's shadow does NOT match the lighting direction of the others? Answer with that object's color.,purple,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":1.01,""ground_y"":303,""has_inconsistent_shadow"":true,""inconsistent_object_index"":2,""light_azimuth_degrees"":268.0481,""light_elevation_degrees"":59.761,""num_objects"":3,""seed"":2673}"
Extrapolative/Counterfactual Reasoning,shadow_inference_2673.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":1.01,""ground_y"":303,""has_inconsistent_shadow"":true,""inconsistent_object_index"":2,""light_azimuth_degrees"":268.0481,""light_elevation_degrees"":59.761,""num_objects"":3,""seed"":2673}"
Image Description,shadow_inference_2674.png,How many objects are casting a shadow in this image?,3,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":275,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":282.0183,""light_elevation_degrees"":67.9747,""num_objects"":3,""seed"":2674}"
Basic Relational Reasoning,shadow_inference_2674.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",left,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":275,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":282.0183,""light_elevation_degrees"":67.9747,""num_objects"":3,""seed"":2674}"
Comparative Reasoning,shadow_inference_2674.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":275,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":282.0183,""light_elevation_degrees"":67.9747,""num_objects"":3,""seed"":2674}"
Compound Reasoning,shadow_inference_2674.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":275,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":282.0183,""light_elevation_degrees"":67.9747,""num_objects"":3,""seed"":2674}"
Extrapolative/Counterfactual Reasoning,shadow_inference_2674.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":275,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":282.0183,""light_elevation_degrees"":67.9747,""num_objects"":3,""seed"":2674}"
Image Description,shadow_inference_2675.png,How many objects are casting a shadow in this image?,2,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.7,""ground_y"":272,""has_inconsistent_shadow"":true,""inconsistent_object_index"":1,""light_azimuth_degrees"":55.4517,""light_elevation_degrees"":50.0475,""num_objects"":2,""seed"":2675}"
Basic Relational Reasoning,shadow_inference_2675.png,Do all objects in this image appear to be lit by the same light source? Answer yes or no.,no,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.7,""ground_y"":272,""has_inconsistent_shadow"":true,""inconsistent_object_index"":1,""light_azimuth_degrees"":55.4517,""light_elevation_degrees"":50.0475,""num_objects"":2,""seed"":2675}"
Comparative Reasoning,shadow_inference_2675.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.7,""ground_y"":272,""has_inconsistent_shadow"":true,""inconsistent_object_index"":1,""light_azimuth_degrees"":55.4517,""light_elevation_degrees"":50.0475,""num_objects"":2,""seed"":2675}"
Compound Reasoning,shadow_inference_2675.png,Which object's shadow does NOT match the lighting direction of the others? Answer with that object's color.,orange,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.7,""ground_y"":272,""has_inconsistent_shadow"":true,""inconsistent_object_index"":1,""light_azimuth_degrees"":55.4517,""light_elevation_degrees"":50.0475,""num_objects"":2,""seed"":2675}"
Extrapolative/Counterfactual Reasoning,shadow_inference_2675.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.7,""ground_y"":272,""has_inconsistent_shadow"":true,""inconsistent_object_index"":1,""light_azimuth_degrees"":55.4517,""light_elevation_degrees"":50.0475,""num_objects"":2,""seed"":2675}"
Image Description,shadow_inference_2676.png,How many objects are casting a shadow in this image?,1,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":294,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":91.2185,""light_elevation_degrees"":49.3143,""num_objects"":1,""seed"":2676}"
Basic Relational Reasoning,shadow_inference_2676.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":294,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":91.2185,""light_elevation_degrees"":49.3143,""num_objects"":1,""seed"":2676}"
Comparative Reasoning,shadow_inference_2676.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":294,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":91.2185,""light_elevation_degrees"":49.3143,""num_objects"":1,""seed"":2676}"
Compound Reasoning,shadow_inference_2676.png,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",45,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":294,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":91.2185,""light_elevation_degrees"":49.3143,""num_objects"":1,""seed"":2676}"
Extrapolative/Counterfactual Reasoning,shadow_inference_2676.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":294,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":91.2185,""light_elevation_degrees"":49.3143,""num_objects"":1,""seed"":2676}"
Image Description,shadow_inference_2677.png,How many objects are casting a shadow in this image?,3,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":314,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":290.0213,""light_elevation_degrees"":65.5886,""num_objects"":3,""seed"":2677}"
Basic Relational Reasoning,shadow_inference_2677.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",left,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":314,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":290.0213,""light_elevation_degrees"":65.5886,""num_objects"":3,""seed"":2677}"
Comparative Reasoning,shadow_inference_2677.png,Which object casts the LONGEST shadow? Answer with that object's color.,blue,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":314,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":290.0213,""light_elevation_degrees"":65.5886,""num_objects"":3,""seed"":2677}"
Compound Reasoning,shadow_inference_2677.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":314,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":290.0213,""light_elevation_degrees"":65.5886,""num_objects"":3,""seed"":2677}"
Extrapolative/Counterfactual Reasoning,shadow_inference_2677.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":314,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":290.0213,""light_elevation_degrees"":65.5886,""num_objects"":3,""seed"":2677}"
Image Description,shadow_inference_2678.png,How many objects are casting a shadow in this image?,2,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":293,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":101.5875,""light_elevation_degrees"":34.4821,""num_objects"":2,""seed"":2678}"
Basic Relational Reasoning,shadow_inference_2678.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":293,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":101.5875,""light_elevation_degrees"":34.4821,""num_objects"":2,""seed"":2678}"
Comparative Reasoning,shadow_inference_2678.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,low,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":293,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":101.5875,""light_elevation_degrees"":34.4821,""num_objects"":2,""seed"":2678}"
Compound Reasoning,shadow_inference_2678.png,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",30,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":293,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":101.5875,""light_elevation_degrees"":34.4821,""num_objects"":2,""seed"":2678}"
Extrapolative/Counterfactual Reasoning,shadow_inference_2678.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":293,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":101.5875,""light_elevation_degrees"":34.4821,""num_objects"":2,""seed"":2678}"
Image Description,shadow_inference_2679.png,How many objects are casting a shadow in this image?,1,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.35,""ground_y"":306,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":292.8729,""light_elevation_degrees"":27.2588,""num_objects"":1,""seed"":2679}"
Basic Relational Reasoning,shadow_inference_2679.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",left,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.35,""ground_y"":306,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":292.8729,""light_elevation_degrees"":27.2588,""num_objects"":1,""seed"":2679}"
Comparative Reasoning,shadow_inference_2679.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,low,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.35,""ground_y"":306,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":292.8729,""light_elevation_degrees"":27.2588,""num_objects"":1,""seed"":2679}"
Compound Reasoning,shadow_inference_2679.png,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",30,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.35,""ground_y"":306,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":292.8729,""light_elevation_degrees"":27.2588,""num_objects"":1,""seed"":2679}"
Extrapolative/Counterfactual Reasoning,shadow_inference_2679.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.35,""ground_y"":306,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":292.8729,""light_elevation_degrees"":27.2588,""num_objects"":1,""seed"":2679}"
Image Description,shadow_inference_2680.png,How many objects are casting a shadow in this image?,3,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":290,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":266.9701,""light_elevation_degrees"":33.4887,""num_objects"":3,""seed"":2680}"
Basic Relational Reasoning,shadow_inference_2680.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",left,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":290,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":266.9701,""light_elevation_degrees"":33.4887,""num_objects"":3,""seed"":2680}"
Comparative Reasoning,shadow_inference_2680.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,low,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":290,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":266.9701,""light_elevation_degrees"":33.4887,""num_objects"":3,""seed"":2680}"
Compound Reasoning,shadow_inference_2680.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":290,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":266.9701,""light_elevation_degrees"":33.4887,""num_objects"":3,""seed"":2680}"
Extrapolative/Counterfactual Reasoning,shadow_inference_2680.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":290,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":266.9701,""light_elevation_degrees"":33.4887,""num_objects"":3,""seed"":2680}"
Image Description,shadow_inference_2681.png,How many objects are casting a shadow in this image?,1,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":277,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":58.1518,""light_elevation_degrees"":60.48,""num_objects"":1,""seed"":2681}"
Basic Relational Reasoning,shadow_inference_2681.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":277,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":58.1518,""light_elevation_degrees"":60.48,""num_objects"":1,""seed"":2681}"
Comparative Reasoning,shadow_inference_2681.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":277,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":58.1518,""light_elevation_degrees"":60.48,""num_objects"":1,""seed"":2681}"
Compound Reasoning,shadow_inference_2681.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":277,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":58.1518,""light_elevation_degrees"":60.48,""num_objects"":1,""seed"":2681}"
Extrapolative/Counterfactual Reasoning,shadow_inference_2681.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":277,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":58.1518,""light_elevation_degrees"":60.48,""num_objects"":1,""seed"":2681}"
Image Description,shadow_inference_2682.png,How many objects are casting a shadow in this image?,1,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":289,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":283.6618,""light_elevation_degrees"":53.7139,""num_objects"":1,""seed"":2682}"
