question_id,image,acceptance_set,tolerances,targets,connectivity
route_puzzle_2531_open_q1,route_puzzle_2531.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""F\"",\""A\""],\""unreached_labels\"":[\""D\"",\""E\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""F"",""A""],""unreached_labels"":[""D"",""E""]}"
route_puzzle_2533_open_q1,route_puzzle_2533.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""A\"",\""F\""],\""unreached_labels\"":[\""B\"",\""D\"",\""E\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""A"",""F""],""unreached_labels"":[""B"",""D"",""E""]}"
route_puzzle_2535_open_q1,route_puzzle_2535.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""D\"",\""B\""],\""unreached_labels\"":[\""C\"",\""E\"",\""F\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""D"",""B""],""unreached_labels"":[""C"",""E"",""F""]}"
route_puzzle_2538_open_q1,route_puzzle_2538.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""C\""],\""unreached_labels\"":[\""A\"",\""B\"",\""F\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""C""],""unreached_labels"":[""A"",""B"",""F""]}"
route_puzzle_2542_open_q1,route_puzzle_2542.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""E\""],\""unreached_labels\"":[\""A\"",\""B\"",\""C\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""E""],""unreached_labels"":[""A"",""B"",""C""]}"
route_puzzle_2545_open_q1,route_puzzle_2545.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""E\"",\""D\""],\""unreached_labels\"":[\""A\"",\""B\"",\""C\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""E"",""D""],""unreached_labels"":[""A"",""B"",""C""]}"
route_puzzle_2547_open_q1,route_puzzle_2547.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""A\""],\""unreached_labels\"":[\""B\"",\""E\"",\""F\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""A""],""unreached_labels"":[""B"",""E"",""F""]}"
route_puzzle_2548_open_q1,route_puzzle_2548.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""D\"",\""D\""],\""unreached_labels\"":[\""A\"",\""E\"",\""F\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""D"",""D""],""unreached_labels"":[""A"",""E"",""F""]}"
route_puzzle_2550_open_q1,route_puzzle_2550.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""A\"",\""B\""],\""unreached_labels\"":[\""C\"",\""D\"",\""F\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""A"",""B""],""unreached_labels"":[""C"",""D"",""F""]}"
route_puzzle_2551_open_q1,route_puzzle_2551.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""B\"",\""F\""],\""unreached_labels\"":[\""C\"",\""D\"",\""E\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""B"",""F""],""unreached_labels"":[""C"",""D"",""E""]}"
route_puzzle_2552_open_q1,route_puzzle_2552.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""C\""],\""unreached_labels\"":[\""A\"",\""B\"",\""F\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""C""],""unreached_labels"":[""A"",""B"",""F""]}"
route_puzzle_2553_open_q1,route_puzzle_2553.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""A\"",\""A\""],\""unreached_labels\"":[\""C\"",\""E\"",\""F\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""A"",""A""],""unreached_labels"":[""C"",""E"",""F""]}"
route_puzzle_2554_open_q1,route_puzzle_2554.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""C\"",\""C\""],\""unreached_labels\"":[\""A\"",\""D\"",\""F\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""C"",""C""],""unreached_labels"":[""A"",""D"",""F""]}"
route_puzzle_2557_open_q1,route_puzzle_2557.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""D\"",\""C\""],\""unreached_labels\"":[\""A\"",\""B\"",\""E\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""D"",""C""],""unreached_labels"":[""A"",""B"",""E""]}"
route_puzzle_2559_open_q1,route_puzzle_2559.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""A\""],\""unreached_labels\"":[\""B\"",\""D\"",\""E\"",\""F\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""A""],""unreached_labels"":[""B"",""D"",""E"",""F""]}"
route_puzzle_2560_open_q1,route_puzzle_2560.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""E\"",\""D\""],\""unreached_labels\"":[\""A\"",\""C\"",\""F\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""E"",""D""],""unreached_labels"":[""A"",""C"",""F""]}"
route_puzzle_2562_open_q1,route_puzzle_2562.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""F\"",\""C\""],\""unreached_labels\"":[\""B\"",\""E\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""F"",""C""],""unreached_labels"":[""B"",""E""]}"
route_puzzle_2564_open_q1,route_puzzle_2564.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""D\"",\""D\""],\""unreached_labels\"":[\""B\"",\""E\"",\""F\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""D"",""D""],""unreached_labels"":[""B"",""E"",""F""]}"
route_puzzle_2567_open_q1,route_puzzle_2567.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""E\"",\""F\""],\""unreached_labels\"":[\""B\"",\""D\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""E"",""F""],""unreached_labels"":[""B"",""D""]}"
route_puzzle_2568_open_q1,route_puzzle_2568.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""A\"",\""D\""],\""unreached_labels\"":[\""B\"",\""F\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""A"",""D""],""unreached_labels"":[""B"",""F""]}"
route_puzzle_2569_open_q1,route_puzzle_2569.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""B\"",\""D\""],\""unreached_labels\"":[\""C\"",\""F\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""B"",""D""],""unreached_labels"":[""C"",""F""]}"
route_puzzle_2570_open_q1,route_puzzle_2570.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""B\"",\""B\""],\""unreached_labels\"":[\""A\"",\""C\"",\""D\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""B"",""B""],""unreached_labels"":[""A"",""C"",""D""]}"
route_puzzle_2572_open_q1,route_puzzle_2572.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""E\"",\""D\""],\""unreached_labels\"":[\""A\"",\""B\"",\""F\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""E"",""D""],""unreached_labels"":[""A"",""B"",""F""]}"
route_puzzle_2578_open_q1,route_puzzle_2578.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""E\""],\""unreached_labels\"":[\""B\"",\""C\"",\""D\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""E""],""unreached_labels"":[""B"",""C"",""D""]}"
route_puzzle_2579_open_q1,route_puzzle_2579.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""B\"",\""E\""],\""unreached_labels\"":[\""C\"",\""D\"",\""F\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""B"",""E""],""unreached_labels"":[""C"",""D"",""F""]}"
route_puzzle_2584_open_q1,route_puzzle_2584.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""A\""],\""unreached_labels\"":[\""C\"",\""D\"",\""F\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""A""],""unreached_labels"":[""C"",""D"",""F""]}"
route_puzzle_2589_open_q1,route_puzzle_2589.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""D\"",\""E\""],\""unreached_labels\"":[\""B\"",\""C\"",\""F\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""D"",""E""],""unreached_labels"":[""B"",""C"",""F""]}"
route_puzzle_2598_open_q1,route_puzzle_2598.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""E\""],\""unreached_labels\"":[\""A\"",\""B\"",\""C\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""E""],""unreached_labels"":[""A"",""B"",""C""]}"
route_puzzle_2601_open_q1,route_puzzle_2601.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""F\"",\""B\""],\""unreached_labels\"":[\""A\"",\""C\"",\""D\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""F"",""B""],""unreached_labels"":[""A"",""C"",""D""]}"
route_puzzle_2603_open_q1,route_puzzle_2603.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""D\"",\""F\""],\""unreached_labels\"":[\""A\"",\""B\"",\""C\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""D"",""F""],""unreached_labels"":[""A"",""B"",""C""]}"
route_puzzle_2608_open_q1,route_puzzle_2608.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""A\""],\""unreached_labels\"":[\""B\"",\""C\"",\""D\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""A""],""unreached_labels"":[""B"",""C"",""D""]}"
route_puzzle_2609_open_q1,route_puzzle_2609.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""D\""],\""unreached_labels\"":[\""A\"",\""B\"",\""F\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""D""],""unreached_labels"":[""A"",""B"",""F""]}"
route_puzzle_2611_open_q1,route_puzzle_2611.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""C\"",\""A\""],\""unreached_labels\"":[\""B\"",\""E\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""C"",""A""],""unreached_labels"":[""B"",""E""]}"
route_puzzle_2616_open_q1,route_puzzle_2616.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""E\""],\""unreached_labels\"":[\""A\"",\""B\"",\""D\"",\""F\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""E""],""unreached_labels"":[""A"",""B"",""D"",""F""]}"
route_puzzle_2620_open_q1,route_puzzle_2620.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""E\""],\""unreached_labels\"":[\""A\"",\""B\"",\""F\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""E""],""unreached_labels"":[""A"",""B"",""F""]}"
route_puzzle_2624_open_q1,route_puzzle_2624.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""A\""],\""unreached_labels\"":[\""C\"",\""E\"",\""F\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""A""],""unreached_labels"":[""C"",""E"",""F""]}"
route_puzzle_2628_open_q1,route_puzzle_2628.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""D\""],\""unreached_labels\"":[\""A\"",\""B\"",\""C\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""D""],""unreached_labels"":[""A"",""B"",""C""]}"
route_puzzle_2629_open_q1,route_puzzle_2629.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""B\"",\""E\""],\""unreached_labels\"":[\""C\"",\""F\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""B"",""E""],""unreached_labels"":[""C"",""F""]}"
route_puzzle_2630_open_q1,route_puzzle_2630.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""F\""],\""unreached_labels\"":[\""B\"",\""D\"",\""E\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""F""],""unreached_labels"":[""B"",""D"",""E""]}"
route_puzzle_2632_open_q1,route_puzzle_2632.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""B\"",\""F\""],\""unreached_labels\"":[\""C\"",\""E\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""B"",""F""],""unreached_labels"":[""C"",""E""]}"
route_puzzle_2633_open_q1,route_puzzle_2633.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\""],\""unreached_labels\"":[\""A\"",\""C\"",\""D\"",\""E\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F""],""unreached_labels"":[""A"",""C"",""D"",""E""]}"
route_puzzle_2641_open_q1,route_puzzle_2641.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""D\""],\""unreached_labels\"":[\""B\"",\""E\"",\""F\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""D""],""unreached_labels"":[""B"",""E"",""F""]}"
route_puzzle_2644_open_q1,route_puzzle_2644.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""E\""],\""unreached_labels\"":[\""A\"",\""B\"",\""C\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""E""],""unreached_labels"":[""A"",""B"",""C""]}"
route_puzzle_2647_open_q1,route_puzzle_2647.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""B\"",\""F\""],\""unreached_labels\"":[\""A\"",\""E\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""B"",""F""],""unreached_labels"":[""A"",""E""]}"
route_puzzle_2648_open_q1,route_puzzle_2648.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""A\""],\""unreached_labels\"":[\""B\"",\""C\"",\""E\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""A""],""unreached_labels"":[""B"",""C"",""E""]}"
route_puzzle_2654_open_q1,route_puzzle_2654.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""F\"",\""E\""],\""unreached_labels\"":[\""C\"",\""D\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""F"",""E""],""unreached_labels"":[""C"",""D""]}"
route_puzzle_2658_open_q1,route_puzzle_2658.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""B\"",\""A\""],\""unreached_labels\"":[\""C\"",\""D\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""B"",""A""],""unreached_labels"":[""C"",""D""]}"
route_puzzle_2661_open_q1,route_puzzle_2661.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""A\"",\""E\""],\""unreached_labels\"":[\""B\"",\""C\"",\""D\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""A"",""E""],""unreached_labels"":[""B"",""C"",""D""]}"
route_puzzle_2664_open_q1,route_puzzle_2664.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""C\"",\""D\""],\""unreached_labels\"":[\""B\"",\""F\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""C"",""D""],""unreached_labels"":[""B"",""F""]}"
route_puzzle_2665_open_q1,route_puzzle_2665.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""F\""],\""unreached_labels\"":[\""A\"",\""B\"",\""C\"",\""E\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""F""],""unreached_labels"":[""A"",""B"",""C"",""E""]}"
route_puzzle_2666_open_q1,route_puzzle_2666.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""A\"",\""C\""],\""unreached_labels\"":[\""D\"",\""E\"",\""F\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""A"",""C""],""unreached_labels"":[""D"",""E"",""F""]}"
route_puzzle_2668_open_q1,route_puzzle_2668.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""A\"",\""C\""],\""unreached_labels\"":[\""B\"",\""E\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""A"",""C""],""unreached_labels"":[""B"",""E""]}"
route_puzzle_2674_open_q1,route_puzzle_2674.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""D\"",\""E\""],\""unreached_labels\"":[\""A\"",\""F\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""D"",""E""],""unreached_labels"":[""A"",""F""]}"
route_puzzle_2677_open_q1,route_puzzle_2677.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""E\"",\""E\""],\""unreached_labels\"":[\""A\"",\""B\"",\""C\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""E"",""E""],""unreached_labels"":[""A"",""B"",""C""]}"
route_puzzle_2681_open_q1,route_puzzle_2681.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""A\"",\""C\""],\""unreached_labels\"":[\""B\"",\""D\"",\""E\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""A"",""C""],""unreached_labels"":[""B"",""D"",""E""]}"
route_puzzle_2684_open_q1,route_puzzle_2684.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""D\"",\""C\""],\""unreached_labels\"":[\""A\"",\""E\"",\""F\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""D"",""C""],""unreached_labels"":[""A"",""E"",""F""]}"
route_puzzle_2688_open_q1,route_puzzle_2688.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""C\"",\""D\""],\""unreached_labels\"":[\""A\"",\""F\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""C"",""D""],""unreached_labels"":[""A"",""F""]}"
route_puzzle_2691_open_q1,route_puzzle_2691.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""B\"",\""F\""],\""unreached_labels\"":[\""C\"",\""E\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""B"",""F""],""unreached_labels"":[""C"",""E""]}"
route_puzzle_2696_open_q1,route_puzzle_2696.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""E\"",\""B\""],\""unreached_labels\"":[\""C\"",\""D\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""E"",""B""],""unreached_labels"":[""C"",""D""]}"
route_puzzle_2709_open_q1,route_puzzle_2709.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""A\"",\""E\""],\""unreached_labels\"":[\""B\"",\""D\"",\""F\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""A"",""E""],""unreached_labels"":[""B"",""D"",""F""]}"
route_puzzle_2710_open_q1,route_puzzle_2710.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\""],\""unreached_labels\"":[\""A\"",\""C\"",\""D\"",\""F\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B""],""unreached_labels"":[""A"",""C"",""D"",""F""]}"
route_puzzle_2713_open_q1,route_puzzle_2713.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""C\"",\""F\""],\""unreached_labels\"":[\""B\"",\""D\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""C"",""F""],""unreached_labels"":[""B"",""D""]}"
route_puzzle_2717_open_q1,route_puzzle_2717.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""E\"",\""A\""],\""unreached_labels\"":[\""B\"",\""D\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""E"",""A""],""unreached_labels"":[""B"",""D""]}"
route_puzzle_2720_open_q1,route_puzzle_2720.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""F\"",\""D\""],\""unreached_labels\"":[\""C\"",\""E\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""F"",""D""],""unreached_labels"":[""C"",""E""]}"
route_puzzle_2721_open_q1,route_puzzle_2721.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""C\"",\""B\""],\""unreached_labels\"":[\""A\"",\""F\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""C"",""B""],""unreached_labels"":[""A"",""F""]}"
route_puzzle_2722_open_q1,route_puzzle_2722.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""A\"",\""E\""],\""unreached_labels\"":[\""B\"",\""C\"",\""D\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""A"",""E""],""unreached_labels"":[""B"",""C"",""D""]}"
route_puzzle_2725_open_q1,route_puzzle_2725.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""D\""],\""unreached_labels\"":[\""A\"",\""B\"",\""E\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""D""],""unreached_labels"":[""A"",""B"",""E""]}"
route_puzzle_2731_open_q1,route_puzzle_2731.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""B\""],\""unreached_labels\"":[\""A\"",\""C\"",\""D\"",\""E\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""B""],""unreached_labels"":[""A"",""C"",""D"",""E""]}"
route_puzzle_2736_open_q1,route_puzzle_2736.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""E\""],\""unreached_labels\"":[\""A\"",\""B\"",\""F\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""E""],""unreached_labels"":[""A"",""B"",""F""]}"
route_puzzle_2737_open_q1,route_puzzle_2737.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""F\"",\""C\""],\""unreached_labels\"":[\""A\"",\""E\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""F"",""C""],""unreached_labels"":[""A"",""E""]}"
route_puzzle_2741_open_q1,route_puzzle_2741.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""C\""],\""unreached_labels\"":[\""B\"",\""D\"",\""F\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""C""],""unreached_labels"":[""B"",""D"",""F""]}"
route_puzzle_2751_open_q1,route_puzzle_2751.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""C\"",\""B\""],\""unreached_labels\"":[\""A\"",\""D\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""C"",""B""],""unreached_labels"":[""A"",""D""]}"
route_puzzle_2753_open_q1,route_puzzle_2753.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""D\"",\""A\""],\""unreached_labels\"":[\""B\"",\""F\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""D"",""A""],""unreached_labels"":[""B"",""F""]}"
